simulation month frag_zone year random_number selected_set
1 1 1 1 0.9816679093924673 9
1 1 1 2 0.4087788197784954 3
1 1 1 3 0.38346363989032317 1
1 1 1 4 0.09123420755750644 4
1 1 1 5 0.665907066747328 5
1 1 1 6 0.12167286206867245 10
1 1 1 7 0.7082923967548377 7
1 1 1 8 0.2935956305639986 9
1 1 1 9 0.6747011955882335 7
1 1 1 10 0.2874181546872059 8
1 1 2 1 0.11649798410341206 7
1 1 2 2 0.9549770824204401 6
1 1 2 3 0.17252381689656693 5
1 1 2 4 0.8064298377084445 8
1 1 2 5 0.20914600507207903 3
1 1 2 6 0.30573717576183 5
1 1 2 7 0.7791919446755977 7
1 1 2 8 0.1947152477419377 8
1 1 2 9 0.08527980758568843 2
1 1 2 10 0.48183762587512535 10
1 1 3 1 0.5596229003173865 4
1 1 3 2 0.012286621175593537 1
1 1 3 3 0.678876193351163 3
1 1 3 4 0.7652388162383605 1
1 1 3 5 0.012504462391483173 10
1 1 3 6 0.6057297858460645 9
1 1 3 7 0.33064709033134254 5
1 1 3 8 0.3646837898298533 3
1 1 3 9 0.6060809478486101 7
1 1 3 10 0.9167670774954043 10
1 1 4 1 0.7669112403101179 3
1 1 4 2 0.06841192161055909 6
1 1 4 3 0.5453406213852633 8
1 1 4 4 0.4973944477928036 4
1 1 4 5 0.9412681411323937 7
1 1 4 6 0.9232934243443638 7
1 1 4 7 0.09849575678048328 8
1 1 4 8 0.6788295776828458 2
1 1 4 9 0.23843465030225197 3
1 1 4 10 0.5788456282311194 4
1 1 5 1 0.05862856322663523 3
1 1 5 2 0.2548035153454947 1
1 1 5 3 0.5606736707459347 10
1 1 5 4 0.9841607492463351 9
1 1 5 5 0.7266000194614065 3
1 1 5 6 0.024153147735579306 5
1 1 5 7 0.29209119184075083 1
1 1 5 8 0.9445584416208365 5
1 1 5 9 0.5280135755266233 5
1 1 5 10 0.6823503253549766 4
1 1 6 1 0.13926499465513686 1
1 1 6 2 0.8066789271893545 8
1 1 6 3 0.8501625518875296 2
1 1 6 4 0.17722476780849583 10
1 1 6 5 0.049700322286929444 2
1 1 6 6 0.3676290323563821 1
1 1 6 7 0.7999760607139188 1
1 1 6 8 0.8938530921958281 5
1 1 6 9 0.9866084951931753 10
1 1 6 10 0.7299483568578703 10
1 1 7 1 0.7604524553007941 6
1 1 7 2 0.2530728181688541 3
1 1 7 3 0.9641283311249892 6
1 1 7 4 0.10938802827782845 2
1 1 7 5 0.8257395992263207 3
1 1 7 6 0.5925541136733034 10
1 1 7 7 0.9483995461908915 5
1 1 7 8 0.07152807352699075 9
1 1 7 9 0.5679192889743951 8
1 1 7 10 0.9323031018596125 9
1 1 8 1 0.06730819491442808 6
1 1 8 2 0.13794882080082815 4
1 1 8 3 0.5660157835878237 5
1 1 8 4 0.31804410824118656 2
1 1 8 5 0.692815675243162 8
1 1 8 6 0.7908870988311916 6
1 1 8 7 0.33811106266523305 9
1 1 8 8 0.07753234578954515 5
1 1 8 9 0.49697194253894417 4
1 1 8 10 0.42380235334799354 10
1 1 9 1 0.914249109863323 9
1 1 9 2 0.4284587418722575 10
1 1 9 3 0.8578420223398727 5
1 1 9 4 0.025472809082739745 1
1 1 9 5 0.9933351572774071 3
1 1 9 6 0.6330212676942828 5
1 1 9 7 0.22212231259704396 6
1 1 9 8 0.4484920552134114 9
1 1 9 9 0.8948861378735892 9
1 1 9 10 0.41835241332059026 8
1 1 10 1 0.8981872394873209 9
1 1 10 2 0.8596208289785278 3
1 1 10 3 0.7766021986576963 5
1 1 10 4 0.8291088592563023 5
1 1 10 5 0.0969592840103285 5
1 1 10 6 0.5741663458541135 9
1 1 10 7 0.9158136964632079 10
1 1 10 8 0.8279899637670981 4
1 1 10 9 0.24244200853081888 8
1 1 10 10 0.6550386013303428 8
1 1 11 1 0.7329162699351206 8
1 1 11 2 0.5881540348565348 8
1 1 11 3 0.6037525887300865 3
1 1 11 4 0.997683527342144 7
1 1 11 5 0.4227183020328624 8
1 1 11 6 0.9633735312284206 6
1 1 11 7 0.22895243868707615 6
1 1 11 8 0.02980471393666928 5
1 1 11 9 0.0044503363707054655 9
1 1 11 10 0.4100257111556801 9
1 1 12 1 0.5045175427123663 3
1 1 12 2 0.9659587291428114 5
1 1 12 3 0.4479726242990866 9
1 1 12 4 0.8470633135711934 5
1 1 12 5 0.6162410986493323 10
1 1 12 6 0.16704664872009545 10
1 1 12 7 0.8137215018655392 2
1 1 12 8 0.7244656648695293 8
1 1 12 9 0.7149589376328332 5
1 1 12 10 0.7368518423254156 2
1 1 13 1 0.37006624197777527 3
1 1 13 2 0.174409887911411 5
1 1 13 3 0.520294724515933 3
1 1 13 4 0.8107122736636698 10
1 1 13 5 0.987105807923519 7
1 1 13 6 0.2765068658010619 9
1 1 13 7 0.4723220272464286 7
1 1 13 8 0.04016449169025593 7
1 1 13 9 0.8700938249269232 7
1 1 13 10 0.5338639911872708 6
1 1 14 1 0.6438488482303645 4
1 1 14 2 0.7715964601535629 2
1 1 14 3 0.858700886582323 5
1 1 14 4 0.16765096775534238 9
1 1 14 5 0.4295473292248777 3
1 1 14 6 0.5176824021330216 6
1 1 14 7 0.47010399900301014 10
1 1 14 8 0.18170916377830704 2
1 1 14 9 0.9123865051533463 6
1 1 14 10 0.12092445421993825 5
1 1 15 1 0.25494324040269434 3
1 1 15 2 0.9802981139101641 6
1 1 15 3 0.07857771827649052 4
1 1 15 4 0.5010443310385031 5
1 1 15 5 0.3383166237782297 8
1 1 15 6 0.17181903205307125 9
1 1 15 7 0.6618907913587716 8
1 1 15 8 0.8932564081378016 7
1 1 15 9 0.5550355499862757 7
1 1 15 10 0.8502026090609801 1
1 1 16 1 0.7606705679395933 9
1 1 16 2 0.3781061920523101 5
1 1 16 3 0.5558232521728297 8
1 1 16 4 0.42323859382051976 5
1 1 16 5 0.6674329930740937 4
1 1 16 6 0.3864838276142023 3
1 1 16 7 0.5963524405465811 1
1 1 16 8 0.7697334995251812 6
1 1 16 9 0.20662814280441266 6
1 1 16 10 0.4289048650810684 5
1 1 17 1 0.3519939880433872 5
1 1 17 2 0.18742449112231463 10
1 1 17 3 0.4348804989030788 6
1 1 17 4 0.3317479304749896 1
1 1 17 5 0.9080462466213851 8
1 1 17 6 0.37133167212810236 7
1 1 17 7 0.03624051914745008 1
1 1 17 8 0.6761486469328515 2
1 1 17 9 0.8847699842626475 1
1 1 17 10 0.792799039078724 9
1 1 18 1 0.9425198325812187 10
1 1 18 2 0.5362770745999226 2
1 1 18 3 0.7449785851700275 3
1 1 18 4 0.965217862924862 1
1 1 18 5 0.4524090902464458 1
1 1 18 6 0.9998651590002015 1
1 1 18 7 0.18122317003652655 7
1 1 18 8 0.9867171443088004 6
1 1 18 9 0.7378531938841484 7
1 1 18 10 0.8300522582296627 4
1 2 1 1 0.7359575638738519 9
1 2 1 2 0.9780548816888189 4
1 2 1 3 0.10834452722199617 9
1 2 1 4 0.0650099258658442 1
1 2 1 5 0.35859942352878116 7
1 2 1 6 0.30403381088595927 8
1 2 1 7 0.44954827944163844 5
1 2 1 8 0.2909326702141788 4
1 2 1 9 0.7709210364450197 4
1 2 1 10 0.10992801375759986 1
1 2 2 1 0.11643660519866528 9
1 2 2 2 0.5235243131535676 1
1 2 2 3 0.8392190771770305 9
1 2 2 4 0.39539116467996693 7
1 2 2 5 0.18358509438681425 8
1 2 2 6 0.8931100835812124 8
1 2 2 7 0.5112390483784769 3
1 2 2 8 0.23198506005410635 4
1 2 2 9 0.04814060298579259 1
1 2 2 10 0.5996630482794871 7
1 2 3 1 0.7940514240873695 9
1 2 3 2 0.5017767367956751 9
1 2 3 3 0.48819042987131855 2
1 2 3 4 0.5124745444104649 6
1 2 3 5 0.6028336724533132 3
1 2 3 6 0.3326949275193074 6
1 2 3 7 0.5627403139417797 4
1 2 3 8 0.9682533440836558 4
1 2 3 9 0.17818290742743104 3
1 2 3 10 0.27801475047381463 7
1 2 4 1 0.2605431965303907 5
1 2 4 2 0.22214405899915513 9
1 2 4 3 0.06817356361245741 3
1 2 4 4 0.9180454265718471 8
1 2 4 5 0.8995380821482273 9
1 2 4 6 0.878009622093141 7
1 2 4 7 0.8303672848591432 9
1 2 4 8 0.9011692267167446 3
1 2 4 9 0.5750622326378464 6
1 2 4 10 0.8461020447479305 2
1 2 5 1 0.3914206030567525 1
1 2 5 2 0.07201967146322497 7
1 2 5 3 0.35049204188746697 5
1 2 5 4 0.4175040632734317 9
1 2 5 5 0.9405813939543505 7
1 2 5 6 0.23215171466803142 10
1 2 5 7 0.21943344579543667 3
1 2 5 8 0.8352064595775922 9
1 2 5 9 0.11343514737048188 10
1 2 5 10 0.30872224560769124 2
1 2 6 1 0.8041079944431716 6
1 2 6 2 0.17689502139598212 1
1 2 6 3 0.2210066427392675 5
1 2 6 4 0.2468021072647052 4
1 2 6 5 0.8585867642787185 1
1 2 6 6 0.3089416112921406 9
1 2 6 7 0.010473762010947074 6
1 2 6 8 0.9731352978340121 10
1 2 6 9 0.9118369033335173 4
1 2 6 10 0.6602676200721246 1
1 2 7 1 0.03399992012726383 8
1 2 7 2 0.31771631027878855 8
1 2 7 3 0.6162650801547319 4
1 2 7 4 0.5740357914187397 5
1 2 7 5 0.0558349745903538 1
1 2 7 6 0.21454516793438727 10
1 2 7 7 0.47133836811294805 8
1 2 7 8 0.8427105502834679 3
1 2 7 9 0.2887228111752609 4
1 2 7 10 0.14549318793323274 1
1 2 8 1 0.38845318828337605 4
1 2 8 2 0.23416283179812447 3
1 2 8 3 0.9975636799838802 2
1 2 8 4 0.4351479499847378 2
1 2 8 5 0.4689409640589013 8
1 2 8 6 0.37131064128951197 1
1 2 8 7 0.15629441390296783 4
1 2 8 8 0.20295791197761148 9
1 2 8 9 0.6324376708019331 1
1 2 8 10 0.5152639032400276 7
1 2 9 1 0.6408566530198457 1
1 2 9 2 0.7607354186154313 9
1 2 9 3 0.3976225061013212 9
1 2 9 4 0.7425991656990646 9
1 2 9 5 0.38196730905529686 3
1 2 9 6 0.7407792244495949 5
1 2 9 7 0.7545137215700458 2
1 2 9 8 0.8000837403541737 2
1 2 9 9 0.7783989657147633 8
1 2 9 10 0.8638515202024448 8
1 2 10 1 0.2713353271686 5
1 2 10 2 0.21684450333082572 9
1 2 10 3 0.5937601366070554 4
1 2 10 4 0.8564630638993947 10
1 2 10 5 0.029956077295675954 10
1 2 10 6 0.1341668308623042 5
1 2 10 7 0.2313858111586925 5
1 2 10 8 0.7143587217235331 8
1 2 10 9 0.21472383772850234 1
1 2 10 10 0.22282796588185416 4
1 2 11 1 0.0321287857297029 6
1 2 11 2 0.299961689502692 9
1 2 11 3 0.5817453680501016 3
1 2 11 4 0.8356359233373198 1
1 2 11 5 0.41153869164243984 7
1 2 11 6 0.6056105028524303 7
1 2 11 7 0.37947302320104404 7
1 2 11 8 0.20171467231380047 10
1 2 11 9 0.8861066847141209 1
1 2 11 10 0.5512224146641697 1
1 2 12 1 0.5316892884524261 4
1 2 12 2 0.7418237051062481 10
1 2 12 3 0.7989822943232959 5
1 2 12 4 0.14372818967661705 5
1 2 12 5 0.9202781738722992 3
1 2 12 6 0.3723196679552948 2
1 2 12 7 0.9064669960373322 1
1 2 12 8 0.92300676582663 7
1 2 12 9 0.7297157495184323 6
1 2 12 10 0.9190134676219956 7
1 2 13 1 0.5523216573725555 7
1 2 13 2 0.13200024065864369 9
1 2 13 3 0.02902441063264194 4
1 2 13 4 0.6155536716852364 3
1 2 13 5 0.35420313793940017 5
1 2 13 6 0.4843998546808145 10
1 2 13 7 0.6795525792783886 5
1 2 13 8 0.3404467891609734 8
1 2 13 9 0.2614204839955936 2
1 2 13 10 0.7795101320534673 3
1 2 14 1 0.6514481919191869 8
1 2 14 2 0.8069572161279815 2
1 2 14 3 0.27613391954521305 2
1 2 14 4 0.8068951187397428 2
1 2 14 5 0.25209614015758874 3
1 2 14 6 0.8105556914583323 1
1 2 14 7 0.3503155554460118 5
1 2 14 8 0.9539996558731461 10
1 2 14 9 0.6304289641072202 6
1 2 14 10 0.9964889691514001 7
1 2 15 1 0.17897440752260763 2
1 2 15 2 0.8128156219074701 1
1 2 15 3 0.027939954922206356 1
1 2 15 4 0.739169881813204 2
1 2 15 5 0.89821250024129 7
1 2 15 6 0.5850590883101792 10
1 2 15 7 0.6990790397782133 9
1 2 15 8 0.22397607815168563 7
1 2 15 9 0.3968397823303794 4
1 2 15 10 0.18357672911127487 8
1 2 16 1 0.07480449494224428 3
1 2 16 2 0.9191816272210058 8
1 2 16 3 0.18168711755097844 1
1 2 16 4 0.20157703210259603 9
1 2 16 5 0.36929337792077466 4
1 2 16 6 0.31512496528063716 3
1 2 16 7 0.19342150987566264 8
1 2 16 8 0.0348103985007121 5
1 2 16 9 0.8362885612610639 3
1 2 16 10 0.2778719198659232 6
1 2 17 1 0.3339541621719708 6
1 2 17 2 0.7406410642178202 10
1 2 17 3 0.15641478371215378 10
1 2 17 4 0.8244990917561499 2
1 2 17 5 0.5132210612965573 3
1 2 17 6 0.6573933481845105 1
1 2 17 7 0.6090203730921353 9
1 2 17 8 0.5822152778476694 7
1 2 17 9 0.8834923186225586 10
1 2 17 10 0.06841326151417548 8
1 2 18 1 0.6900054414391432 5
1 2 18 2 0.6996720264305148 5
1 2 18 3 0.20635209694940737 3
1 2 18 4 0.435008693335566 9
1 2 18 5 0.7946495888748439 9
1 2 18 6 0.491778673055018 2
1 2 18 7 0.48492817337208083 3
1 2 18 8 0.16407030691681235 1
1 2 18 9 0.08619460266480794 2
1 2 18 10 0.3145673082555345 2
1 3 1 1 0.6990827145089972 9
1 3 1 2 0.9830802048326048 2
1 3 1 3 0.603034366514494 8
1 3 1 4 0.0977229682566425 2
1 3 1 5 0.2000670762912229 1
1 3 1 6 0.4249253157804328 6
1 3 1 7 0.6557615781933268 7
1 3 1 8 0.8868899174305814 3
1 3 1 9 0.5137342766199011 7
1 3 1 10 0.9606805823203551 6
1 3 2 1 0.1825870400443117 1
1 3 2 2 0.721626795794766 2
1 3 2 3 0.033214518743455934 2
1 3 2 4 0.19548302977132992 7
1 3 2 5 0.5673953003196484 10
1 3 2 6 0.9467844389245058 4
1 3 2 7 0.6299685407656501 2
1 3 2 8 0.2332262880982301 9
1 3 2 9 0.5377828144240987 3
1 3 2 10 0.5670709348837036 10
1 3 3 1 0.8012112457098048 6
1 3 3 2 0.8456018791260551 5
1 3 3 3 0.7667012352998875 2
1 3 3 4 0.5867308477556487 5
1 3 3 5 0.23867580475296757 1
1 3 3 6 0.6493733413711494 2
1 3 3 7 0.7120425739715898 10
1 3 3 8 0.14003835656664654 5
1 3 3 9 0.6127724670287445 2
1 3 3 10 0.0430959038060148 8
1 3 4 1 0.9324308918507006 1
1 3 4 2 0.6666755617545455 2
1 3 4 3 0.7307249150222287 5
1 3 4 4 0.22140326224378948 6
1 3 4 5 0.23660624213127102 5
1 3 4 6 0.14619707115075387 3
1 3 4 7 0.3561368805908387 3
1 3 4 8 0.3907370130604024 8
1 3 4 9 0.42067513041755933 7
1 3 4 10 0.9908480688952923 10
1 3 5 1 0.906484463745511 10
1 3 5 2 0.15579832491117218 8
1 3 5 3 0.650173343499818 8
1 3 5 4 0.5528097191702395 5
1 3 5 5 0.061905352365024924 6
1 3 5 6 0.5453920505985893 10
1 3 5 7 0.42293680813704493 8
1 3 5 8 0.13224205582764847 9
1 3 5 9 0.08354022311173459 9
1 3 5 10 0.7435907594591161 5
1 3 6 1 0.34646794166074624 6
1 3 6 2 0.8560834099355862 9
1 3 6 3 0.6918091130786498 3
1 3 6 4 0.7656894666740296 9
1 3 6 5 0.21186679813746123 10
1 3 6 6 0.8107966560041844 1
1 3 6 7 0.45798732589660807 5
1 3 6 8 0.7016667466837425 2
1 3 6 9 0.9358297070933081 1
1 3 6 10 0.5097114173424959 6
1 3 7 1 0.37521349388915537 5
1 3 7 2 0.15104580464710915 4
1 3 7 3 0.4173482477789485 7
1 3 7 4 0.9488051754729034 6
1 3 7 5 0.2454791760582976 6
1 3 7 6 0.01347884650466713 2
1 3 7 7 0.26095038769768686 3
1 3 7 8 0.5915582373529756 7
1 3 7 9 0.7527810942623375 8
1 3 7 10 0.033578539966947596 7
1 3 8 1 0.11233298103000378 6
1 3 8 2 0.7469820000589245 6
1 3 8 3 0.1348645124619844 2
1 3 8 4 0.07795280083360323 9
1 3 8 5 0.37635649589817677 10
1 3 8 6 0.45532765719239965 10
1 3 8 7 0.5880109265102197 5
1 3 8 8 0.28686336312062055 2
1 3 8 9 0.5287658446987191 5
1 3 8 10 0.4485404545938039 3
1 3 9 1 0.3303286932721714 5
1 3 9 2 0.6582730245321646 2
1 3 9 3 0.5255496113447858 10
1 3 9 4 0.08629286770333022 2
1 3 9 5 0.524865059168384 6
1 3 9 6 0.5156263988479772 3
1 3 9 7 0.993056756289006 3
1 3 9 8 0.906481095075891 6
1 3 9 9 0.152841721275206 10
1 3 9 10 0.04077501145460405 2
1 3 10 1 0.9603007012040148 2
1 3 10 2 0.4433925538607322 7
1 3 10 3 0.14236631073612882 8
1 3 10 4 0.9791501435552356 1
1 3 10 5 0.8049139463727688 2
1 3 10 6 0.37143804645345446 3
1 3 10 7 0.5969713442123972 9
1 3 10 8 0.852340570294872 6
1 3 10 9 0.8032386571643302 4
1 3 10 10 0.19497663613329297 9
1 3 11 1 0.6405755598835494 4
1 3 11 2 0.9462238402296893 4
1 3 11 3 0.5594841193534438 9
1 3 11 4 0.35016038915891323 1
1 3 11 5 0.5449631694559576 8
1 3 11 6 0.17137417311968595 3
1 3 11 7 0.5739974377172588 6
1 3 11 8 0.48833881678515656 2
1 3 11 9 0.5219171628180813 2
1 3 11 10 0.5645139456208021 9
1 3 12 1 0.864302885869406 7
1 3 12 2 0.3313692052436812 3
1 3 12 3 0.14614735952761715 1
1 3 12 4 0.24774062058375756 1
1 3 12 5 0.1684744967982298 5
1 3 12 6 0.5152284596889927 5
1 3 12 7 0.04019325590884393 8
1 3 12 8 0.10717213556556338 7
1 3 12 9 0.7607507809718549 10
1 3 12 10 0.31579090464612414 7
1 3 13 1 0.4520956854056085 3
1 3 13 2 0.6254566510439591 3
1 3 13 3 0.5295213372096836 5
1 3 13 4 0.2874661777841798 4
1 3 13 5 0.9341019514835848 5
1 3 13 6 0.12085781903586834 2
1 3 13 7 0.7493870885199907 10
1 3 13 8 0.42553353237517433 8
1 3 13 9 0.47067914971823643 7
1 3 13 10 0.211108916876806 8
1 3 14 1 0.5855134016993421 7
1 3 14 2 0.021497914610092983 9
1 3 14 3 0.43522793837081686 6
1 3 14 4 0.6118304596055228 6
1 3 14 5 0.5098745709192515 6
1 3 14 6 0.7355071522798287 1
1 3 14 7 0.11868143919787177 2
1 3 14 8 0.8608076773071907 8
1 3 14 9 0.9332116356622443 6
1 3 14 10 0.48382938796892727 5
1 3 15 1 0.5051471554571486 10
1 3 15 2 0.9284731931923814 8
1 3 15 3 0.01746758302819318 7
1 3 15 4 0.95121517856335 4
1 3 15 5 0.2900798208723243 3
1 3 15 6 0.7317538953183484 6
1 3 15 7 0.255806896199925 5
1 3 15 8 0.25513922021569413 10
1 3 15 9 0.37339600770040027 8
1 3 15 10 0.4406408211266756 9
1 3 16 1 0.25492325519548864 10
1 3 16 2 0.13151951234089987 8
1 3 16 3 0.7408954234259788 4
1 3 16 4 0.7747781867195923 5
1 3 16 5 0.1418975128592883 4
1 3 16 6 0.5321582678228074 4
1 3 16 7 0.47513976882317355 6
1 3 16 8 0.055069245370364506 6
1 3 16 9 0.029285640340009356 9
1 3 16 10 0.9318536153299412 8
1 3 17 1 0.23005834837754013 4
1 3 17 2 0.9869092634365619 1
1 3 17 3 0.6281172164779025 10
